        It                   T                   P               E_kin               E_pot               E_tot             Snapsh.
       226             135.601             0.00000            47.11222         -3600.29978         -3553.18756                   -
       227             136.201             0.00000            47.73396         -3599.88000         -3552.14604                   -
       228             136.801             0.00000            47.94812         -3599.26833         -3551.32021                   -
       229             137.401             0.00000            48.15847         -3599.33578         -3551.17731                   -
       230             138.001             0.00000            48.36974         -3599.65298         -3551.28325                  47
       231             138.601             0.00000            48.99099         -3599.12225         -3550.13126                   -
       232             139.201             0.00000            49.20987         -3597.82953         -3548.61965                   -
       233             139.801             0.00000            49.42041         -3597.12175         -3547.70134                   -
       234             140.401             0.00000            49.62035         -3597.65822         -3548.03787                   -
       235             141.001             0.00000            49.81848         -3598.45336         -3548.63488                  48
       236             141.601             0.00000            50.02249         -3598.54229         -3548.51980                   -
       237             142.201             0.00000            50.23114         -3598.44940         -3548.21826                   -
       238             142.801             0.00000            50.43956         -3599.10274         -3548.66318                   -
       239             143.401             0.00000            50.64836         -3600.04849         -3549.40013                   -
       240             144.001             0.00000            50.86293         -3599.97585         -3549.11292                  49
       241             144.601             0.00000            51.51627         -3598.73576         -3547.21948                   -
       242             145.201             0.00000            51.74453         -3597.60262         -3545.85808                   -
       243             145.801             0.00000            52.80263         -3597.48956         -3544.68693                   -
       244             146.401             0.00000            53.02445         -3597.74995         -3544.72550                   -
       245             147.001             0.00000            54.02935         -3597.45017         -3543.42082                  50
       246             147.601             0.00000            54.25901         -3596.89044         -3542.63143                   -
       247             148.201             0.00000            55.30447         -3596.98750         -3541.68302                   -
       248             148.801             0.00000            55.51993         -3597.67779         -3542.15786                   -
       249             149.401             0.00000            55.73860         -3597.93596         -3542.19736                   -
       250             150.000             0.00000            55.96175         -3597.29643         -3541.33468                  51
       251             150.600             0.00000            56.18908         -3596.35040         -3540.16132                   -
       252             151.200             0.00000            56.42004         -3595.77374         -3539.35370                   -
       253             151.800             0.00000            56.65474         -3595.55068         -3538.89594                   -
       254             152.400             0.00000            56.89343         -3595.38684         -3538.49341                   -
       255             153.000             0.00000            57.13556         -3595.26877         -3538.13322                  52
       256             153.600             0.00000            57.83875         -3595.22874         -3537.38999                   -
       257             154.200             0.00000            58.08607         -3595.03712         -3536.95105                   -
       258             154.800             0.00000            58.33324         -3594.57020         -3536.23696                   -
       259             155.400             0.00000            58.57791         -3594.07438         -3535.49646                   -
       260             156.000             0.00000            58.81847         -3593.64922         -3534.83074                  53
       261             156.600             0.00000            59.05529         -3592.91437         -3533.85907                   -
       262             157.200             0.00000            59.28799         -3591.72626         -3532.43826                   -
       263             157.800             0.00000            59.51302         -3590.83794         -3531.32493                   -
       264             158.400             0.00000            60.20127         -3591.06657         -3530.86531                   -
       265             159.000             0.00000            60.88305         -3591.92120         -3531.03816                  54
       266             159.600             0.00000            61.09577         -3592.04417         -3530.94840                   -
       267             160.200             0.00000            61.77541         -3591.10475         -3529.32933                   -
       268             160.800             0.00000            61.99497         -3590.17258         -3528.17761                   -
       269             161.400             0.00000            62.67736         -3589.97126         -3527.29390                   -
       270             162.000             0.00000            62.90190         -3589.67492         -3526.77302                  55
       271             162.600             0.00000            63.58179         -3588.36683         -3524.78504                   -
       272             163.200             0.00000            63.82387         -3586.84443         -3523.02055                   -
       273             163.800             0.00000            64.06955         -3586.75468         -3522.68513                   -
       274             164.400             0.00000            64.31726         -3588.12675         -3523.80949                   -
       275             165.000             0.00000            64.56828         -3589.24665         -3524.67838                  56
       276             165.600             0.00000            64.82289         -3589.24905         -3524.42617                   -
       277             166.200             0.00000            65.07730         -3589.20671         -3524.12941                   -
       278             166.800             0.00000            65.32736         -3590.12953         -3524.80217                   -
       279             167.400             0.00000            65.57419         -3591.14011         -3525.56593                   -
       280             168.000             0.00000            65.82113         -3590.85969         -3525.03855                  57
       281             168.600             0.00000            66.06673         -3589.70670         -3523.63998                   -
       282             169.200             0.00000            66.30574         -3589.37365         -3523.06791                   -
       283             169.800             0.00000            66.53797         -3590.27466         -3523.73669                   -
       284             170.400             0.00000            66.76992         -3590.92841         -3524.15849                   -
       285             171.000             0.00000            67.00650         -3590.26756         -3523.26106                  58
       286             171.600             0.00000            67.24670         -3589.06585         -3521.81915                   -
       287             172.200             0.00000            67.48826         -3588.44719         -3520.95893                   -
       288             172.800             0.00000            67.73348         -3588.03286         -3520.29938                   -
       289             173.400             0.00000            68.42209         -3586.65933         -3518.23724                   -
       290             174.000             0.00000            68.66539         -3584.32395         -3515.65856                  59
